2016 0815 600  5        63
2016 0815 600  4        12
2016 0815 600  5        12
2016 0815 600  7        33
2016 0815 600  9        34
2016 0815 600 11        91
2016 0815 600 12       150
2016 0815 600 10        51
2016 0815 600 11        66
2016 0815 600 12       696
2016 0816 521  9        16
2016 0816 537  1        15
2016 0816 537  2        63
2016 0816 539  1        23
2016 0816 539  4        34
2016 0816 539  9         7
2016 0816 539 10        25
2016 0816 539 12       361
